26269000,LoadLibrary,lpFileName=C:\WINDOWS\system32\IMM32.DLL,Return=76390000
26367000,LoadLibrary,lpFileName=gdi32.dll,Return=77f10000
26327000,LoadLibrary,lpFileName=LPK.DLL,Return=629c0000
26394000,CreateFile,hName=C:\WINDOWS\WindowsShell.Manifest,desiredAccess=GENERIC_READ,creationDisposition=OPEN_EXISTING,Return=44
26437000,RegQueryValue,hKey=HKEY_CURRENT_USER\Control,Panel\Desktop\SmoothScroll,Return=2
26438000,RegQueryValue,hKey=HKEY_CURRENT_USER\software\Microsoft\Windows\CurrentVersion\Explorer\Advanced\EnableBalloonTips,Return=2
26443000,RegEnumValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows,NT\CurrentVersion\LanguagePack\SURR,Return=0,type=REG_DWORD,data=2
26493000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\SYSTEM\Setup\SystemSetupInProgress,Return=0
26530000,LoadLibrary,lpFileName=comctl32.dll,Return=773d0000
26542000,LoadLibrary,lpFileName=comctl32.dll,Return=773d0000
26559000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Session,Manager\CriticalSectionTimeout,Return=0
26559000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Ole\RWLockResourceTimeOut,Return=2
26691000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows,NT\CurrentVersion\winlogon\UserEnvDebugLevel,Return=2
26693000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows,NT\CurrentVersion\winlogon\ChkAccDebugLevel,Return=2
26695000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\ProductOptions\ProductType,Return=0
26708000,RegQueryValue,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\User,Shell,Folders\Personal,Return=0
26709000,RegQueryValue,hKey=HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer\User,Shell,Folders\Local,Settings,Return=0
26716000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows,NT\CurrentVersion\winlogon\RsopDebugLevel,Return=2
26716000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows,NT\CurrentVersion\winlogon\UserEnvDebugLevel,Return=2
26717000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows,NT\CurrentVersion\winlogon\RsopLogging,Return=2
26720000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows,NT\CurrentVersion\winlogon\UserEnvDebugLevel,Return=2
26727000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\System\Setup\SystemSetupInProgress,Return=0
26728000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\System\WPA\PnP\seed,Return=0
26728000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\SYSTEM\Setup\OsLoaderPath,Return=0
26729000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\SYSTEM\Setup\OsLoaderPath,Return=0
26729000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\SYSTEM\Setup\SystemPartition,Return=0
26729000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\SYSTEM\Setup\SystemPartition,Return=0
26733000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Setup\SourcePath,Return=0
26733000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Setup\SourcePath,Return=0
26733000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Setup\ServicePackSourcePath,Return=0
26734000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Setup\ServicePackSourcePath,Return=0
26734000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Setup\ServicePackCachePath,Return=2
26734000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Setup\DriverCachePath,Return=0
26735000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Setup\DriverCachePath,Return=0
26737000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\DevicePath,Return=0
26740000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Setup\LogLevel,Return=2
26740000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Setup\LogPath,Return=2
26754000,RegCreateKey,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\PCHealth\ErrorReporting,Return=0
26754000,RegDeleteKey,hKey=64\DW,Return=2
26754000,RegQueryValue,hKey=64\DoReport,Return=0
26755000,RegQueryValue,hKey=64\ShowUI,Return=0
26755000,RegQueryValue,hKey=64\AllOrNone,Return=0
26755000,RegQueryValue,hKey=64\IncludeMicrosoftApps,Return=0
26755000,RegQueryValue,hKey=64\IncludeWindowsApps,Return=0
26755000,RegQueryValue,hKey=64\DoTextLog,Return=2
26755000,RegQueryValue,hKey=64\IncludeKernelFaults,Return=0
26755000,RegQueryValue,hKey=64\IncludeShutdownErrs,Return=2
26756000,RegQueryValue,hKey=64\NumberOfFaultPipes,Return=2
26756000,RegQueryValue,hKey=64\NumberOfHangPipes,Return=2
26756000,RegQueryValue,hKey=64\MaxUserQueueSize,Return=2
26756000,RegQueryValue,hKey=64\ForceQueueMode,Return=2
26757000,RegCreateKey,hKey=64\ExclusionList,Return=0
26757000,RegCreateKey,hKey=64\InclusionList,Return=0
26757000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\System\Setup\SystemSetupInProgress,Return=0
26772000,RegQueryValue,hKey=68\malware.exe,Return=2
26774000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Rpc\MaxRpcSize,Return=2
26780000,LoadLibrary,lpFileName=rpcrt4.dll,Return=77e70000
26856000,CreateFile,hName=\\.\PIPE\lsarpc,desiredAccess=GENERIC_READ,GENERIC_WRITE,creationDisposition=OPEN_EXISTING,Return=98
26882000,CreateFile,hName=\\.\PIPE\lsarpc,desiredAccess=GENERIC_READ,GENERIC_WRITE,creationDisposition=OPEN_EXISTING,Return=94
26916000,CreateFile,hName=C:\DOCUME~1\ants\LOCALS~1\Temp\647f_appcompat.txt,desiredAccess=GENERIC_ALL,creationDisposition=CREATE_NEW,Return=a8
26951000,LoadLibrary,lpFileName=USER32.dll,Return=7e410000
26953000,CreateFile,hName=C:\DOCUME~1\ants\LOCALS~1\Temp\647f_appcompat.txt,desiredAccess=GENERIC_WRITE,creationDisposition=CREATE_ALWAYS,Return=ac
26961000,LoadLibrary,lpFileName=SHLWAPI.dll,Return=77f60000
26968000,LoadLibrary,lpFileName=VERSION.dll,Return=77c00000
27010000,CreateFile,hName=C:\Documents,and,Settings\All,Users\Desktop\mimikatz.exe,desiredAccess=GENERIC_READ,creationDisposition=OPEN_EXISTING,Return=b4
27020000,CreateFile,hName=C:\Documents,and,Settings\All,Users\Desktop\mimikatz.exe,desiredAccess=GENERIC_READ,creationDisposition=OPEN_EXISTING,Return=b4
