26209000,LoadLibrary,lpFileName=C:\WINDOWS\system32\IMM32.DLL,Return=76390000
26304000,LoadLibrary,lpFileName=gdi32.dll,Return=77f10000
26269000,LoadLibrary,lpFileName=LPK.DLL,Return=629c0000
26360000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Session,Manager\CriticalSectionTimeout,Return=0
26361000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Ole\RWLockResourceTimeOut,Return=2
26449000,RegQueryValue,hKey=HKEY_CURRENT_USER\Control,Panel\Desktop\SmoothScroll,Return=2
26450000,LoadLibrary,lpFileName=imm32.dll,Return=76390000
26495000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\SYSTEM\Setup\SystemSetupInProgress,Return=0
26606000,CreateFile,hName=C:\WINDOWS\WindowsShell.Manifest,desiredAccess=GENERIC_READ,creationDisposition=OPEN_EXISTING,Return=5c
26634000,RegQueryValue,hKey=HKEY_CURRENT_USER\Control,Panel\Desktop\SmoothScroll,Return=2
26635000,RegQueryValue,hKey=HKEY_CURRENT_USER\software\Microsoft\Windows\CurrentVersion\Explorer\Advanced\EnableBalloonTips,Return=2
26636000,RegEnumValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\Windows,NT\CurrentVersion\LanguagePack\SURR,Return=0,type=REG_DWORD,data=2
26526000,LoadLibrary,lpFileName=comctl32.dll,Return=773d0000
26659000,LoadLibrary,lpFileName=comctl32.dll,Return=5d090000
26691000,LoadLibrary,lpFileName=advapi32.dll,Return=77dd0000
26765000,LoadLibrary,lpFileName=kernel32.dll,Return=7c800000
26811000,LoadLibrary,lpFileName=advapi32.dll,Return=77dd0000
27043000,LoadLibrary,lpFileName=comctl32.dll,Return=773d0000
27079000,RegCreateKey,hKey=HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet,Settings,Return=0
27103000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\MediaProperties\PrivateProperties\Joystick\Winmm\wheel,Return=0
27113000,RegCreateKey,hKey=78\Software\Microsoft\Multimedia\Audio,Return=0
27113000,RegQueryValue,hKey=7c\SystemFormats,Return=0
27125000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\AudioCompressionManager\DriverCache\msacm.imaadpcm\fdwSupport,Return=0
27125000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\AudioCompressionManager\DriverCache\msacm.imaadpcm\cFormatTags,Return=0
27125000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\AudioCompressionManager\DriverCache\msacm.imaadpcm\aFormatTagCache,Return=0
27125000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\AudioCompressionManager\DriverCache\msacm.imaadpcm\cFilterTags,Return=0
27128000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\AudioCompressionManager\DriverCache\msacm.msadpcm\fdwSupport,Return=0
27128000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\AudioCompressionManager\DriverCache\msacm.msadpcm\cFormatTags,Return=0
27128000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\AudioCompressionManager\DriverCache\msacm.msadpcm\aFormatTagCache,Return=0
27128000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\AudioCompressionManager\DriverCache\msacm.msadpcm\cFilterTags,Return=0
27131000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\AudioCompressionManager\DriverCache\msacm.msg711\fdwSupport,Return=0
27131000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\AudioCompressionManager\DriverCache\msacm.msg711\cFormatTags,Return=0
27131000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\AudioCompressionManager\DriverCache\msacm.msg711\aFormatTagCache,Return=0
27131000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\AudioCompressionManager\DriverCache\msacm.msg711\cFilterTags,Return=0
27134000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\AudioCompressionManager\DriverCache\msacm.msgsm610\fdwSupport,Return=0
27134000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\AudioCompressionManager\DriverCache\msacm.msgsm610\cFormatTags,Return=0
27134000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\AudioCompressionManager\DriverCache\msacm.msgsm610\aFormatTagCache,Return=0
27134000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\AudioCompressionManager\DriverCache\msacm.msgsm610\cFilterTags,Return=0
27137000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\AudioCompressionManager\DriverCache\msacm.trspch\fdwSupport,Return=0
27137000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\AudioCompressionManager\DriverCache\msacm.trspch\cFormatTags,Return=0
27137000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\AudioCompressionManager\DriverCache\msacm.trspch\aFormatTagCache,Return=0
27137000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\AudioCompressionManager\DriverCache\msacm.trspch\cFilterTags,Return=0
27140000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\AudioCompressionManager\DriverCache\msacm.msg723\fdwSupport,Return=0
27140000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\AudioCompressionManager\DriverCache\msacm.msg723\cFormatTags,Return=0
27141000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\AudioCompressionManager\DriverCache\msacm.msg723\aFormatTagCache,Return=0
27141000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\AudioCompressionManager\DriverCache\msacm.msg723\cFilterTags,Return=0
27144000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\AudioCompressionManager\DriverCache\msacm.msaudio1\fdwSupport,Return=0
27144000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\AudioCompressionManager\DriverCache\msacm.msaudio1\cFormatTags,Return=0
27144000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\AudioCompressionManager\DriverCache\msacm.msaudio1\aFormatTagCache,Return=0
27144000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\AudioCompressionManager\DriverCache\msacm.msaudio1\cFilterTags,Return=0
27148000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\AudioCompressionManager\DriverCache\msacm.sl_anet\fdwSupport,Return=0
27148000,RegQueryValue,hKey=HKEY_LOCAL_MACHINE\Software\Microsoft\AudioCompressionManager\DriverCache\msacm.sl_anet\cFormatTags,Return=0
